,900,902,904,906,908,910,912,914,916,918,920,922,924,926,928,930,932,934,936,938,940,942,944,946,948,950,952,954,956,958,960,962,964,966,968,970,972,974,976,978,980,982,984,986,988,990,992,994,996,998,1000,1002,1004,1006,1008,1010,1012,1014,1016,1018,1020,1022,1024,1026,1028,1030,1032,1034,1036,1038,1040,1042,1044,1046,1048,1050,1052,1054,1056,1058,1060,1062,1064,1066,1068,1070,1072,1074,1076,1078,1080,1082,1084,1086,1088,1090,1092,1094,1096,1098,1100,1102,1104,1106,1108,1110,1112,1114,1116,1118,1120,1122,1124,1126,1128,1130,1132,1134,1136,1138,1140,1142,1144,1146,1148,1150,1152,1154,1156,1158,1160,1162,1164,1166,1168,1170,1172,1174,1176,1178,1180,1182,1184,1186,1188,1190,1192,1194,1196,1198,1200,1202,1204,1206,1208,1210,1212,1214,1216,1218,1220,1222,1224,1226,1228,1230,1232,1234,1236,1238,1240,1242,1244,1246,1248,1250,1252,1254,1256,1258,1260,1262,1264,1266,1268,1270,1272,1274,1276,1278,1280,1282,1284,1286,1288,1290,1292,1294,1296,1298,1300,1302,1304,1306,1308,1310,1312,1314,1316,1318,1320,1322,1324,1326,1328,1330,1332,1334,1336,1338,1340,1342,1344,1346,1348,1350,1352,1354,1356,1358,1360,1362,1364,1366,1368,1370,1372,1374,1376,1378,1380,1382,1384,1386,1388,1390,1392,1394,1396,1398,1400
1,0,-0.052806001,0,-0.053927395,0,-0.055049788,0,-0.056171186,0,-0.057293579,0,-0.058414981,0,-0.059537366,0,-0.060658768,0,-0.061781157,0,-0.062902562,0,-0.064024948,0,-0.065149307,0,-0.066268787,0,-0.067381307,0,-0.068512343,0,-0.069668181,0,-0.070757106,0,-0.071751863,0,-0.07299678,0,-0.074590437,0,-0.075257659,0,-0.074622221,0,-0.077431194,0,-0.085096695,0,-0.079961449,0,-0.046830967,0,-0.001694123,0.029472593,0.01572028,0,-0.06280414,0,-0.17587776,0,-0.28135982,0,-0.34657899,0,-0.35451108,0,-0.33987013,0,-0.3459785,0,-0.39053395,0,-0.47281203,0,-0.54876596,0,-0.57071704,0,-0.52780455,0,-0.42744794,0,-0.30608839,0,-0.20141892,0,-0.12167171,0,-0.062866896,0,-0.008392551,0.057497561,0.13186529,0.2051139,0.26425499,0.29997924,0.32187223,0.34428188,0.37678573,0.42414144,0.4783392,0.53125733,0.59102881,0.67155898,0.78839797,0.9492119,1.1275642,1.286188,1.3888857,1.4109535,1.3711805,1.3029671,1.2393199,1.2059768,1.20057,1.2140481,1.2477177,1.3055907,1.3861257,1.4793643,1.5478885,1.5554451,1.5097386,1.4396821,1.3965143,1.4243648,1.5062032,1.6018223,1.666716,1.6673229,1.6185957,1.5521762,1.4957891,1.4680387,1.45829,1.448861,1.4382194,1.4339385,1.453498,1.5117415,1.5976257,1.690702,1.7731019,1.834197,1.8871429,1.9499648,2.0228589,2.0959585,2.1487606,2.1637502,2.1524563,2.1362221,2.1296406,2.139369,2.1517515,2.1486516,2.1266999,2.0911696,2.056637,2.0384808,2.0405052,2.0607224,2.0937831,2.1340621,2.1806228,2.2334657,2.2868104,2.3343468,2.3771422,2.4192643,2.464848,2.5137193,2.5491755,2.5523267,2.5253172,2.4820712,2.446804,2.4418151,2.4644973,2.5017629,2.5434818,2.5828259,2.6189816,2.6516457,2.67152,2.665956,2.6261547,2.5489643,2.4475646,2.3427086,2.2568152,2.208142,2.1959937,2.2116876,2.2499857,2.3085315,2.3881731,2.4865181,2.5811281,2.6428421,2.6550663,2.6136994,2.5403767,2.4671636,2.4186544,2.4098699,2.4323885,2.4669473,2.4955382,2.50384,2.4876409,2.4485924,2.3928559,2.3296721,2.2742741,2.2423048,2.2385137,2.2591002,2.2870157,2.3021998,2.299211,2.282656,2.2656193,2.2619464,2.2716086,2.2881715,2.3106339,2.3420854,2.3895526,2.4559772,2.5192509,2.5455599,2.5086327,2.398289,2.2506542,2.1223428,2.0515096,2.0556142,2.1145289,2.1908877,2.258564,2.3033464,2.3285298,2.3447495,2.3552573,2.3575861,2.3456192,2.3134649,2.2622657,2.1979971
2,0.1067,0.10896676,0.11123352,0.11350027,0.11576703,0.11803379,0.12030055,0.1225673,0.12483406,0.12710081,0.12936758,0.13164417,0.13390125,0.13615802,0.1384344,0.14076985,0.14296971,0.14500071,0.14750519,0.15066369,0.15207113,0.1510042,0.15647149,0.17112812,0.1615476,0.10039757,0.025200905,0,-0.013577159,0.01341136,0.11755999,0.26255685,0.40243974,0.50691187,0.55857676,0.57327807,0.56964445,0.53875268,0.46914196,0.37214041,0.27204981,0.21792172,0.24812768,0.3283416,0.40411705,0.4286924,0.37429884,0.27930239,0.19530427,0.14537469,0.135507,0.13953215,0.12909733,0.10731035,0.088528864,0.092061594,0.13185218,0.1943752,0.25836369,0.3068141,0.32821015,0.32694915,0.31374481,0.30405194,0.3143411,0.35923314,0.44648027,0.55827481,0.66888118,0.75509137,0.80203652,0.82486498,0.84548551,0.87191051,0.90403467,0.92903811,0.93455428,0.92738634,0.92277652,0.94271272,1.0033157,1.08758,1.1659437,1.2042991,1.179201,1.1148441,1.0494928,1.0097598,1.0088029,1.025212,1.030555,1.0211529,1.006737,1.0120091,1.0607928,1.1514683,1.2663857,1.3641989,1.4005446,1.354506,1.2256849,1.0588,0.9122324,0.83007312,0.8372668,0.90564162,0.98959601,1.057048,1.0891645,1.0982742,1.1042658,1.1082343,1.1024894,1.076268,1.0221081,0.9515723,0.88323915,0.83171052,0.80544877,0.79547113,0.78652906,0.76709598,0.73104215,0.68683386,0.64721972,0.61741179,0.59847748,0.58865041,0.58792126,0.60786486,0.66201597,0.75076187,0.8643409,0.97549051,1.0560571,1.1050303,1.1382407,1.1898034,1.2890302,1.4131051,1.5170003,1.56306,1.53057,1.4523848,1.3763559,1.3118955,1.2506565,1.188694,1.1277469,1.0787257,1.051368,1.0314357,0.99821085,0.95210052,0.90724093,0.89002943,0.92608452,1.0156357,1.1426111,1.2755477,1.3794625,1.4344486,1.432057,1.37998,1.2929817,1.1853166,1.0706722,0.96416968,0.87941766,0.81978321,0.78128302,0.75062013,0.71357948,0.67063826,0.63106096,0.608217,0.61190248,0.62998569,0.64025301,0.62656605,0.58280814,0.52863371,0.49392986,0.495502,0.53652519,0.59569973,0.64243919,0.65983909,0.64522904,0.62147373,0.62027597,0.65467787,0.72280365,0.80676395,0.88515389,0.95554245,1.0258104,1.100104,1.1784264,1.2554462,1.324595,1.3852857,1.4376428,1.4692878,1.463804,1.4204371,1.3513814,1.28237,1.2416714,1.2391959,1.2707287,1.31884,1.3612348,1.3830086,1.3784254,1.3614475,1.3557693,1.3793777,1.441443,1.5319422,1.6293278,1.7108172,1.7550708,1.7445557,1.6680794,1.5316401,1.356325,1.1834817,1.0597663,1.0047296,1.0152291,1.0675657,1.130477,1.1883389,1.2361209,1.2662446,1.269815,1.2453617,1.1984813,1.144264,1.1002792,1.0700144,1.0472645,1.027634,1.0112419,1.0080845,1.028635,1.0560278,1.0562694,1.0035009,0.88900441
3,0.17502999,0.17867479,0.1823096,0.18595435,0.18959914,0.193234,0.1968787,0.20052351,0.2041584,0.20780307,0.21144786,0.21509264,0.21872759,0.22235259,0.22600681,0.22970071,0.23328795,0.23675573,0.24057151,0.24486302,0.24787486,0.2490755,0.25505704,0.26777452,0.26274371,0.21637036,0.13820915,0.050369702,0,-0.0118984,0,-0.017648485,0.032120172,0.1277235,0.26125073,0.42373717,0.59940666,0.77702302,0.97159338,1.1970782,1.4316266,1.6422279,1.7925,1.8581389,1.8666819,1.8607116,1.8801675,1.9562635,2.0882759,2.2580245,2.4159276,2.5116088,2.5295143,2.4776456,2.4147172,2.4038997,2.4624629,2.5855269,2.737648,2.8804371,3.0007732,3.0962193,3.1733115,3.2399571,3.2991097,3.349345,3.380512,3.3814764,3.3502338,3.292562,3.2325382,3.1979444,3.2051501,3.2632694,3.3673091,3.5058706,3.6597614,3.8088787,3.9374766,4.0358391,4.110188,4.1681461,4.2006288,4.1948037,4.1479564,4.0668025,3.982868,3.92852,3.9052081,3.9018366,3.9029241,3.9005687,3.9212887,3.9985242,4.1395383,4.333756,4.537971,4.707675,4.8419127,4.9560075,5.0618,5.1614985,5.2256432,5.2236457,5.1706429,5.1002383,5.0476246,5.0363898,5.0450344,5.036365,4.9846873,4.8788447,4.7472987,4.6332059,4.5764718,4.6038847,4.6959047,4.8121171,4.9032817,4.9267445,4.8792963,4.7770042,4.6488118,4.5244617,4.4183989,4.3374419,4.2840915,4.2591534,4.263308,4.2956963,4.3486686,4.4107981,4.4666343,4.5024676,4.5191917,4.5244541,4.5280108,4.5365295,4.5413003,4.5277643,4.4869671,4.4151282,4.3181601,4.207242,4.0983882,4.0075116,3.940316,3.8966579,3.8712678,3.858721,3.8608582,3.8793957,3.9001286,3.9021471,3.8679938,3.7898562,3.690026,3.6005764,3.5331841,3.4864874,3.4474998,3.4030395,3.3603315,3.3340139,3.326848,3.3322604,3.3322623,3.3072429,3.2535472,3.1776767,3.094636,3.0206413,2.9618571,2.9187248,2.889715,2.8727846,2.866219,2.8659501,2.8565435,2.8206499,2.7585931,2.6829224,2.6189971,2.5920856,2.6025782,2.6353965,2.6679041,2.6788692,2.6659486,2.6375952,2.6055479,2.5800371,2.5602486,2.5397844,2.5151312,2.4860542,2.4573154,2.4335566,2.4068079,2.3638773,2.2999284,2.2194791,2.1454,2.1047983,2.1001282,2.1179299,2.1398344,2.1492822,2.1446719,2.13234,2.1147051,2.092797,2.07393,2.0689397,2.0868468,2.1293161,2.1731045,2.1841757,2.1460247,2.059541,1.9497716,1.8517013,1.7856228,1.7599833,1.7764492,1.8295796,1.8958321,1.9433893,1.9520434,1.9166495,1.8623354,1.8263384,1.8192772,1.83005,1.834064,1.8041791,1.73125,1.6213558,1.494031,1.3743987,1.279534,1.2165518,1.1747829,1.13466,1.0851303,1.0251436,0.96708906,0.92723447,0.90233541,0.87808251,0.85320395
4,0.022221001,0.022683339,0.023145678,0.023608016,0.024070354,0.024532693,0.024995031,0.02545638,0.025919696,0.026382048,0.026843401,0.027302772,0.02776801,0.02824316,0.028693,0.029107127,0.029616296,0.030260263,0.030546851,0.030333161,0.031447057,0.034425892,0.032472346,0.023563413,0.03298581,0.076518461,0.10117073,0.052479129,0,-0.052292399,0,-0.16983502,0,-0.23404413,0,-0.19457211,0,-0.090230867,0.020590741,0.10400894,0.14483149,0.17340589,0.22759639,0.32202843,0.45668492,0.60079855,0.71832281,0.78849483,0.80337113,0.78790492,0.77066958,0.75486368,0.73581654,0.70929694,0.6787588,0.67791855,0.73967499,0.85529101,0.9975729,1.1184123,1.1755143,1.177392,1.1486324,1.1143669,1.0940099,1.0853599,1.0813224,1.0844635,1.0984499,1.1191525,1.1417829,1.169894,1.2123885,1.2889189,1.4127139,1.55716,1.6820546,1.7487772,1.733682,1.6732502,1.6214893,1.6222509,1.701676,1.8321569,1.9680401,2.0670114,2.0981386,2.0687523,2.0012133,1.92406,1.8597014,1.7993838,1.725183,1.6284463,1.5122919,1.4116257,1.3671581,1.39584,1.4954185,1.6245205,1.7305436,1.7746863,1.734275,1.628702,1.495505,1.3812286,1.3281764,1.3501769,1.4436971,1.5792217,1.7180101,1.8227237,1.8612505,1.8192394,1.6960616,1.5212471,1.3372723,1.1928359,1.1288037,1.1469026,1.2279664,1.3347549,1.4279571,1.4876478,1.5060791,1.4920086,1.4609081,1.4309065,1.4164032,1.4132479,1.407825,1.3793119,1.3104336,1.2098829,1.0999557,1.0119143,0.97414643,0.98791438,1.0373379,1.0853368,1.0935543,1.0560954,0.98747832,0.92540878,0.90905768,0.942788,1.0111554,1.083674,1.1270252,1.1207383,1.0557536,0.94466525,0.8134914,0.70404923,0.65784496,0.68618071,0.77836591,0.89245158,0.97765529,1.004696,0.96286327,0.87258893,0.76691419,0.67153245,0.60436541,0.5694617,0.56198192,0.56680244,0.56439388,0.53614497,0.46927223,0.372702,0.26701751,0.1765548,0.12176533,0.10150853,0.10358059,0.1156216,0.12769797,0.13723771,0.143785,0.14004239,0.11789553,0.082184546,0.045107745,0.020125428,0.017797412,0.03563866,0.066103011,0.10970397,0.16844851,0.22979066,0.27306372,0.27797359,0.2350875,0.17840785,0.15860169,0.19612229,0.28536206,0.38802418,0.4571653,0.4800888,0.46847826,0.45105451,0.4588348,0.49904856,0.56322396,0.63604999,0.70152944,0.75218678,0.78531808,0.79670513,0.78325999,0.75289279,0.72245079,0.71941203,0.77031577,0.87292725,1.0009331,1.0993034,1.1096958,1.0279316,0.88806653,0.74295044,0.64430904,0.60356569,0.60679376,0.63976687,0.69015187,0.74327278,0.78339607,0.79761225,0.7799027,0.74637198,0.72539169,0.73909575,0.79895353,0.89280587,0.99167627,1.055688,1.046955,0.96122777,0.82021493,0.66236138,0.53096515,0.45341542,0.44107354,0.48416913,0.5605669,0.64893794,0.73099601
5,0.035429999,0.036166947,0.036903892,0.037640836,0.038377784,0.039114729,0.039851673,0.040588621,0.041325565,0.042063497,0.042800456,0.043537404,0.044274349,0.045010313,0.045748223,0.046488121,0.047222201,0.04795127,0.048696794,0.049465101,0.050171826,0.05078952,0.051640972,0.052823737,0.053134367,0.050738107,0.042680394,0.031623267,0.044090562,0.10276727,0.18769957,0.27169868,0.34758309,0.41624403,0.48732591,0.56486148,0.62011564,0.62304205,0.57717341,0.50280261,0.4475143,0.45150897,0.49263319,0.534284,0.55794448,0.5634771,0.60194427,0.72577083,0.92968017,1.1828275,1.4243071,1.5964255,1.6912663,1.7208223,1.7139329,1.7001157,1.6928359,1.7009345,1.7350841,1.8044894,1.9089772,2.0407054,2.1732554,2.2771831,2.3364532,2.3458543,2.3248343,2.3020728,2.3094702,2.3707154,2.4716201,2.5822906,2.6598091,2.669908,2.6283474,2.5697391,2.5322783,2.5447869,2.5945163,2.6534626,2.6904027,2.680063,2.624434,2.5390291,2.4544921,2.4028435,2.3998191,2.4483643,2.5244434,2.5960238,2.6401186,2.642864,2.6128819,2.5678177,2.527837,2.5098951,2.5160971,2.5416923,2.57742,2.6155691,2.6595714,2.714519,2.7738717,2.8260102,2.8592131,2.86727,2.8681545,2.8860748,2.9332771,3.0111225,3.0986772,3.1661148,3.1856921,3.1379404,3.0353932,2.9057322,2.7865224,2.7103159,2.6745391,2.661051,2.6479487,2.6170635,2.5700619,2.5186195,2.4818521,2.4783642,2.5136681,2.5835116,2.666512,2.7376318,2.7841556,2.801573,2.7941439,2.7694631,2.7327466,2.688575,2.6441069,2.6058218,2.5723467,2.538331,2.4983799,2.450491,2.4056649,2.3785782,2.3738205,2.3885472,2.4103656,2.4236319,2.4178565,2.3875203,2.3372357,2.2771311,2.2203515,2.1786838,2.1519139,2.1335423,2.1142573,2.0853651,2.0458574,1.9996121,1.9564772,1.928035,1.921862,1.9389608,1.9602799,1.9602321,1.9264311,1.8594451,1.782624,1.7250853,1.6923329,1.6759757,1.66224,1.6397527,1.6145639,1.6007249,1.6080062,1.6402892,1.6891754,1.7393421,1.7726514,1.7734978,1.740368,1.6815667,1.615064,1.5611292,1.53011,1.5227939,1.5224268,1.5052451,1.4559872,1.371285,1.274888,1.2022803,1.1769931,1.2091336,1.285628,1.383538,1.4888908,1.5938206,1.6887143,1.7633456,1.8104322,1.827422,1.8242023,1.8154651,1.8068014,1.7981727,1.7908206,1.7879583,1.7955101,1.8178313,1.8475417,1.8703969,1.8735229,1.8497128,1.8099686,1.773378,1.7478892,1.7314112,1.7124629,1.6782917,1.6315937,1.5856808,1.557592,1.5623322,1.5995257,1.6576078,1.7181177,1.7619593,1.7826957,1.7817069,1.7600456,1.7169759,1.6496723,1.5576057,1.4550291,1.3641093,1.298474,1.2611576,1.2378343,1.2060763,1.1565599,1.0925446,1.0312777,0.99261647,0.97104597,0.94467324,0.89771146,0.82554734,0.74606216
6,0.053474002,0.054586411,0.055698819,0.056811225,0.057923634,0.059036043,0.060148451,0.06126086,0.062373266,0.063484691,0.064598069,0.065712459,0.066822931,0.067927457,0.069047555,0.070191443,0.071273275,0.072269805,0.073494323,0.075037822,0.075734742,0.075241841,0.077895381,0.084987983,0.080381975,0.050748177,0.013494974,0,-0.004333122,0.028375665,0.12665266,0.23639371,0.29493627,0.28456622,0.21037036,0.11631574,0.047887549,0.011593746,0.00042781,0,-0.00060227,0,-0.005135923,0,-0.012381012,0,-0.020147143,0,-0.038126539,0,-0.075282395,0,-0.12286658,0,-0.16545264,0,-0.1824272,0,-0.15779509,0,-0.10021797,0,-0.026069259,0.048053786,0.10726336,0.14338161,0.1512454,0.12935609,0.080527551,0.020645879,0,-0.030362029,0,-0.053054493,0,-0.033750493,0.018707171,0.088676773,0.16270153,0.23284441,0.31018937,0.40842623,0.52625453,0.65270174,0.75834477,0.81238067,0.80342001,0.73450613,0.6401732,0.560633,0.51560497,0.50889182,0.50902003,0.48049212,0.42100665,0.34450898,0.28239429,0.26267132,0.27546,0.2981112,0.31197038,0.30668867,0.29827675,0.30767727,0.33678743,0.37766442,0.41190171,0.4207449,0.39887321,0.34797525,0.27751151,0.20051178,0.13350326,0.091065221,0.074776337,0.080749601,0.10332943,0.13703537,0.17915329,0.2255884,0.26186725,0.27350101,0.2631264,0.24223801,0.23040824,0.24510561,0.28284258,0.3296665,0.3636376,0.36346084,0.32242781,0.24409735,0.1494628,0.063218474,0,-0.003253325,0,-0.048339751,0,-0.086843289,0,-0.13690716,0,-0.20302556,0,-0.28072259,0,-0.35337326,0,-0.40181428,0,-0.416816,0,-0.39767376,0,-0.36072931,0,-0.32719135,0,-0.308824,0,-0.30900571,0,-0.31473899,0,-0.30970541,0,-0.29279819,0,-0.27203664,0,-0.2638731,0,-0.28444484,0,-0.33428872,0,-0.40518686,0,-0.48238403,0,-0.55047607,0,-0.6021263,0,-0.63359118,0,-0.64011312,0,-0.6171689,0,-0.56409121,0,-0.4863117,0,-0.40733469,0,-0.35587874,0,-0.34742785,0,-0.38437319,0,-0.44190115,0,-0.48685634,0,-0.50347197,0,-0.4898372,0,-0.46435714,0,-0.45115688,0,-0.45950964,0,-0.48972365,0,-0.53706056,0,-0.59437329,0,-0.65254873,0,-0.70213842,0,-0.73592299,0,-0.7508027,0,-0.75639826,0,-0.76631916,0,-0.78441882,0,-0.80757707,0,-0.82584983,0,-0.82888025,0,-0.8176555,0,-0.79913318,0,-0.78011566,0,-0.76503253,0
7,0.0051151,0.005221448,0.005327895,0.005434343,0.005540791,0.005647139,0.005753587,0.005860133,0.005966384,0.006072237,0.006179269,0.00628789,0.006392112,0.00649008,0.006604796,0.006742436,0.00681849,0.006808296,0.007027507,0.007568177,0.00725602,0.005745228,0.00740426,0.013533644,0.007880722,0,-0.015392725,0,-0.00060346,0.10386313,0.26383802,0.42588699,0.55701941,0.63766134,0.67787999,0.69291329,0.68483591,0.6541515,0.61075646,0.56763023,0.53883219,0.53591245,0.55905253,0.60459417,0.66705823,0.73959219,0.81170487,0.87669653,0.94761407,1.0406423,1.1596097,1.298937,1.4284929,1.5166925,1.5544668,1.5461859,1.5202906,1.5108286,1.5429519,1.6305841,1.7532932,1.8800873,1.9809486,2.0349514,2.0541563,2.061151,2.076237,2.1147115,2.1772807,2.2587271,2.3515685,2.4450736,2.5183802,2.5506599,2.5337629,2.471487,2.3968024,2.3478179,2.3437915,2.3899131,2.463398,2.5328467,2.5719543,2.5649464,2.5310109,2.5027251,2.5159559,2.5934935,2.69907,2.7816691,2.8177285,2.8038683,2.7740242,2.76565,2.7751622,2.785198,2.7863269,2.7759287,2.7653263,2.7658813,2.7674041,2.755065,2.7299428,2.7029099,2.6986582,2.7384286,2.8069434,2.8740551,2.9086936,2.8888717,2.8302052,2.7611156,2.7015672,2.6648171,2.6524599,2.6622531,2.6933651,2.7422063,2.7903285,2.8161063,2.8108869,2.7745719,2.718863,2.6587579,2.6033812,2.5613406,2.5502033,2.5882356,2.6795201,2.8167202,2.9704108,3.1052692,3.19941,3.2423058,3.2437127,3.221297,3.1911535,3.1651828,3.1433189,3.1202993,3.0895269,3.0458336,2.9898,2.9257135,2.8624394,2.8095961,2.7711027,2.7474673,2.7362354,2.735585,2.7530119,2.7982953,2.8711357,2.9621935,3.0441325,3.086987,3.0848401,3.0459964,2.9900041,2.9370282,2.8891087,2.8408618,2.7935429,2.7524621,2.72457,2.714911,2.7188303,2.7282722,2.7404647,2.7561395,2.777808,2.8063848,2.8345215,2.8519313,2.8544948,2.8436599,2.8287032,2.8211501,2.8252897,2.840997,2.8658342,2.8953264,2.91922,2.9248741,2.9032919,2.8533797,2.7982256,2.7700686,2.7854397,2.844393,2.9171062,2.9634719,2.9669614,2.9276612,2.8571942,2.7722077,2.6896653,2.62589,2.596364,2.6125853,2.669981,2.7547879,2.8519428,2.9472661,3.0305452,3.0941541,3.1303566,3.1325307,3.0996132,3.0361211,2.9588525,2.8910801,2.8536098,2.8606193,2.9058611,2.9692433,3.022995,3.0419958,3.0274441,2.9960189,2.9612377,2.9299231,2.8942001,2.8419325,2.779902,2.72631,2.69438,2.6874464,2.6847529,2.6553929,2.5875852,2.487824,2.3850913,2.3164549,2.2986662,2.3272204,2.3671966,2.3715305,2.3188114,2.211323,2.0763681,1.9517789,1.8582114,1.8006272,1.7693971,1.7486957,1.7314818,1.71657,1.6997311,1.6755036,1.6464286
8,0.11572,0.11812656,0.12053312,0.12293968,0.12534623,0.12776272,0.13016935,0.1325759,0.13498247,0.13738902,0.13979557,0.14221197,0.14460886,0.14700542,0.1494216,0.15188707,0.15424606,0.15643682,0.15905237,0.1622526,0.16389428,0.1633483,0.16858934,0.18200018,0.17388412,0.120525,0.05801747,0.026296899,0.01323128,0,-0.002566442,0,-0.01998852,0,-0.026479021,0.010298463,0.11304442,0.24283889,0.34851351,0.4018136,0.3897298,0.33307502,0.25869918,0.17791171,0.098596826,0.034299541,0,-0.000605593,0.004529367,0.054353043,0.13387513,0.22229159,0.29956153,0.34850141,0.36214358,0.34004885,0.2953524,0.24400426,0.19617967,0.15865672,0.132126,0.11799997,0.12832092,0.17443977,0.2506083,0.34289473,0.42682707,0.48014501,0.50313401,0.50517142,0.50175732,0.50898695,0.53751671,0.59254849,0.66465098,0.73671812,0.78047985,0.77241558,0.7238701,0.66114825,0.62216294,0.63580966,0.67851663,0.70971745,0.69513088,0.6166653,0.51115721,0.42870611,0.3931928,0.41110229,0.45877796,0.50684661,0.54631764,0.57533556,0.58919513,0.58245498,0.55211419,0.49958357,0.44052684,0.39372084,0.36869028,0.36636913,0.36743462,0.34821203,0.2986657,0.21969323,0.1344848,0.069737762,0.031471021,0.0143225,0.000701148,0,-0.026762638,0,-0.065815084,0,-0.10590567,0,-0.13528486,0,-0.14545634,0,-0.14199041,0,-0.13547641,0,-0.13355285,0,-0.14096157,0,-0.15638258,0,-0.17682323,0,-0.20236129,0,-0.2333883,0,-0.26584971,0,-0.29263967,0,-0.30191696,0,-0.28325605,0,-0.24028698,0,-0.18492143,0,-0.13849699,0,-0.1223561,0,-0.14212891,0,-0.19256659,0,-0.25213429,0,-0.29456747,0,-0.30217195,0,-0.2679098,0,-0.21235451,0,-0.16660465,0,-0.15568502,0,-0.1935492,0,-0.26160884,0,-0.32905856,0,-0.37441602,0,-0.38794822,0,-0.38818213,0,-0.40183091,0,-0.43676838,0,-0.48658636,0,-0.52405614,0,-0.51992887,0,-0.47492337,0,-0.40799901,0,-0.35397857,0,-0.34722435,0,-0.39237267,0,-0.47567874,0,-0.56693,0,-0.63432705,0,-0.66870618,0,-0.67536932,0,-0.67286545,0,-0.68092149,0,-0.7001366,0,-0.72152263,0,-0.73667735,0,-0.74188495,0,-0.74948269,0,-0.77524936,0,-0.81599128,0,-0.85747153,0,-0.88108003,0,-0.87183607,0,-0.83677512,0,-0.79341918,0,-0.75583547,0,-0.73377937,0,-0.72957283,0,-0.7421025,0,-0.77114999
9,0.00055966,0.000571523,0.000583416,0.000595329,0.000607232,0.000619115,0.000630998,0.000642891,0.000654804,0.000666736,0.00067859,0.000690345,0.000702354,0.00071472,0.000726132,0.000736234,0.000749886,0.000768465,0.000773899,0.000760906,0.000796765,0.0009013,0.000824235,0.000491061,0.000832924,0.001953945,0,-0.000494631,0,-0.0069144,0.00321766,0.050259594,0.13006675,0.22651233,0.30340296,0.32599431,0.28825492,0.198671,0.090378299,0,-0.00015843,0,-0.051707983,0,-0.05310227,0,-0.015310771,0.043077551,0.099087678,0.13267139,0.14064771,0.12946586,0.123765,0.14857915,0.20808269,0.29288658,0.36493427,0.38417673,0.33833775,0.23216839,0.10370152,0,-0.003836964,0,-0.06838692,0,-0.082525179,0,-0.070045508,0,-0.064077705,0,-0.095297053,0,-0.18497273,0,-0.32013908,0,-0.4734745,0,-0.60493463,0,-0.67811006,0,-0.6875509,0,-0.64296412,0,-0.57335782,0,-0.51044637,0,-0.47131801,0,-0.46339977,0,-0.47563252,0,-0.4935174,0,-0.51396853,0,-0.54052609,0,-0.58705866,0,-0.66591072,0,-0.76879764,0,-0.87910384,0,-0.97631431,0,-1.0413229,0,-1.0657923,0,-1.0477389,0,-0.99591362,0,-0.92611223,0,-0.86834896,0,-0.85126919,0,-0.87713271,0,-0.93413842,0,-0.99296182,0,-1.024164,0,-1.0229229,0,-0.99571747,0,-0.95704877,0,-0.92121392,0,-0.89057881,0,-0.8633579,0,-0.839688,0,-0.82011861,0,-0.80320144,0,-0.78756642,0,-0.77552283,0,-0.77265596,0,-0.79208392,0,-0.84486949,0,-0.92134696,0,-1.0033802,0,-1.0718172,0,-1.1128165,0,-1.1336714,0,-1.1474385,0,-1.155632,0,-1.1542004,0,-1.1374594,0,-1.10388,0,-1.0704521,0,-1.0579207,0,-1.0703849,0,-1.100673,0,-1.1251085,0,-1.1183298,0,-1.0766308,0,-1.0084321,0,-0.93483615,0,-0.87745678,0,-0.83940881,0,-0.81502229,0,-0.79609531,0,-0.77625811,0,-0.75965613,0,-0.75263131,0,-0.75129241,0,-0.74831641,0,-0.74183446,0,-0.73327643,0,-0.72658068,0,-0.72340953,0,-0.71152943,0,-0.67700946,0,-0.62532598,0,-0.57244498,0,-0.54008406,0,-0.54525828,0,-0.57635009,0,-0.61044097,0,-0.63310027,0,-0.63700879,0,-0.62497163,0,-0.60288429
